budget,d,id,runtime,y,problem
700,7,local_search,0.238,0.00265423052236777,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.203999999999994,0.00393956520520605,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.189999999999998,1.20901942196902,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.310000000000002,3.77514741943697,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.181000000000012,0.00562365384717521,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.24799999999999,3.09428763571085,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.27000000000001,1.2754323006029,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.176999999999993,0.169446407657649,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.257000000000005,0.10306656668814,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0889999999999986,0.368529240632625,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.269000000000005,1.97492952068359,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.241,0.168149086526825,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.100000000000009,8.71487845864268,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.189999999999998,0.630939575791192,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.185000000000002,0.00413812929675547,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.206000000000003,3.34704922444921,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.149000000000001,2.21517405428337,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.147999999999996,9.12470752576268,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.311999999999998,0.918687757453601,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0970000000000084,0.285926490789354,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.25,0.596584263928479,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.188000000000002,5.53521376230807,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.178999999999988,2.01916644053414,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.229000000000013,6.26684124880487,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.154000000000011,0.295487527043033,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.241,5.45056304016009,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.103999999999999,0.76453630464797,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.231999999999999,0.00027687966510194,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.126000000000005,3.91004359138169,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.106999999999999,1.38042022565589,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0999999999999943,3.56617894897519,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.195000000000007,3.84156845014451,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.216000000000008,0.78170413460927,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.243000000000009,2.36533548101707,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.228999999999999,2.19082643877834,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.231000000000009,0.591134183246096,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.225999999999999,5.25188972633355,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.195000000000007,0.284526683213656,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.194999999999993,0.76591368557349,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.164000000000001,0.49644936662216,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.186999999999998,0.00850689258947988,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.186999999999998,1.70867470578141,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0990000000000038,5.0212460367931,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0880000000000081,8.41557850951868,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.194000000000003,0.224753975120076,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.302000000000007,4.49436194617226,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.177000000000007,6.36049048272109,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.185000000000002,2.56656877244842,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.132000000000005,1.36940756915632,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.215000000000003,0.368096765140913,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.200000000000003,0.1828295895159,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.221999999999994,1.50791070727038,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.217999999999989,5.07048437748861,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.147999999999996,0.819620088662996,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0900000000000034,0.964626888595468,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.111000000000004,0.533035932643225,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.112000000000009,1.20803418636813,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.106999999999999,7.8849972730305,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.125999999999991,0.998550896406426,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0969999999999942,0.533479615261156,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.11399999999999,8.2721643454164,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.102999999999994,9.13155437021771,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.126000000000005,0.348672789972783,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.221000000000004,0.27753592730491,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0900000000000034,0.00717802227039954,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.109000000000009,3.08600326183541,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.128999999999991,0.186514397957958,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.117999999999995,0.825548735319219,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.114000000000004,1.94413051209317,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.100999999999999,0.895576781991826,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.117000000000004,0.060507235940215,lcbench_167168_val_accuracy_eede6a63d2aad5e7
