config_id,acc,alpha,booster,lambda,nrounds,num.impute.selected.cpo,subsample,colsample_bylevel,colsample_bytree,eta,gamma,max_depth,min_child_weight,rate_drop,skip_drop,repl,trainsize
110,-0.9855372905731201,0.0009314717827,gbtree,0.0009672565884,852,impute.median,0.4273933262995,0.6124930472796,0.3691539380155,0.0931449480024,0.0006245378027,14.0,3.5814650490373,,,10,1.0
111,-0.9400619268417358,2.5057783584757,gbtree,0.2072496385273,1259,impute.mean,0.7708498677737,0.7099605431476,0.1915997846273,0.0009280745749,0.0054767649438,13.0,15.9683200884773,,,10,1.0
112,-0.9781009554862976,0.0532509052636,gblinear,0.1207937977381,2253,impute.median,0.1575455180373,,,,,,,,,10,1.0
113,-0.09778430312871933,0.0009317161551,gbtree,0.0009458200296,943,impute.median,0.2647325336414,0.2233450441377,0.9143458554184,0.7750801385153,0.0005817356431,10.0,67.7239825943963,,,10,1.0
114,-0.951948881149292,0.0009260316156,gbtree,0.0010004481259,1091,impute.median,0.855105295691,0.0469857353436,0.4555926400815,0.1843428395049,0.0014267485556,10.0,50.62059166947,,,10,1.0
115,-0.9791723489761353,0.000912311351,gbtree,0.0021982466585,196,impute.median,0.251446165353,0.1989535131157,0.1419301226655,0.0653105224885,0.0011024418618,11.0,4.4372271948023,,,10,1.0
116,-0.9153929948806763,9.172603490528,gbtree,0.027273965134,12,impute.hist,0.9657519463814,0.0249523094091,0.9602913869983,0.0248526369281,0.45662460736,13.0,11.4149022739394,,,10,1.0
117,-0.9807873368263245,0.0009685350187,gbtree,0.0024349324702,170,impute.median,0.267105858228,0.2830064362222,0.1382449380694,0.0665800571594,0.0031631454019,12.0,3.9096427612811,,,10,1.0
118,-0.966580331325531,0.0009894235434,gbtree,0.0024360606346,602,impute.median,0.4831808585396,0.0490866828545,0.9159444666126,0.0030172447291,0.0031015656403,13.0,5.3532057316155,,,10,1.0
119,-0.9848514199256897,0.0009310667461,gbtree,0.0010247993083,911,impute.median,0.2946704547722,0.6126370202281,0.1370360380227,0.065037387559,0.0011124398134,15.0,5.85584941445,,,10,1.0
120,-0.9870685935020447,0.0009137691904,gbtree,0.0010281744494,911,impute.median,0.3013275313286,0.591345151877,0.1393955950537,0.0641365717153,0.0122455634865,15.0,3.4057891270453,,,10,1.0
121,-0.972076952457428,0.002082456276,gblinear,1.339769739533,69,impute.median,0.2118077297018,,,,,,,,,10,1.0
122,-0.9569369554519653,0.0009262378279,gbtree,0.0057222309686,285,impute.median,0.272524085504,0.3444026163146,0.170165230759,0.0013601535696,0.0001708423126,15.0,2.8679677968521,,,10,1.0
123,-0.9846992492675781,0.0009398782434,gbtree,0.0009410703041,911,impute.hist,0.4122207581052,0.5293441729487,0.0637239619011,0.0737252801004,0.0092488542017,14.0,3.2742968896098,,,10,1.0
