job_id,problem,instance,scenario,target,score,quantiles_001,quantiles_01,quantiles_05,quantiles_10,quantiles_20
30,rbv2_svm_458_bac,458,rbv2_svm,bac,-0.997487366199493,-0.997084081172943,-0.996475696563721,-0.996069073677063,-0.995641708374023,-0.994248807430267
31,rbv2_svm_458_auc,458,rbv2_svm,auc,-0.999958038330078,-0.999954223632812,-0.999950408935547,-0.999937057495117,-0.999917984008789,-0.999874114990234
32,rbv2_svm_458_logloss,458,rbv2_svm,logloss,0.0160039272159338,0.0165903773158789,0.0182551424950361,0.0224706903100014,0.0237069725990295,0.0253242235630751
33,rbv2_svm_41157_acc,41157,rbv2_svm,acc,-0.878904044628143,-0.875913982748985,-0.859297397732735,-0.795813390612602,-0.778221964836121,-0.769590890407562
34,rbv2_svm_41157_bac,41157,rbv2_svm,bac,-0.937544286251068,-0.924362068712711,-0.886495172977448,-0.842669248580933,-0.803297281265259,-0.783296763896942
35,rbv2_svm_41157_auc,41157,rbv2_svm,auc,-0.998896241188049,-0.997742354869843,-0.976080771684647,-0.942624032497406,-0.913394272327423,-0.867650866508484
36,rbv2_svm_41157_logloss,41157,rbv2_svm,logloss,0.199796348810196,0.232819761440158,0.296337118446827,0.388218238949776,0.439812898635864,0.460374861955643
37,rbv2_svm_40975_acc,40975,rbv2_svm,acc,-0.999289274215698,-0.999041080474854,-0.99824112713337,-0.993723398447037,-0.975166523456573,-0.936269164085388
38,rbv2_svm_40975_bac,40975,rbv2_svm,bac,-0.998111605644226,-0.996844530105591,-0.993786175251007,-0.979792594909668,-0.938895404338837,-0.881457269191742
39,rbv2_svm_40975_auc,40975,rbv2_svm,auc,-0.999967575073242,-0.999933242797852,-0.999837875366211,-0.999294519424438,-0.997554135322571,-0.992884337902069
40,rbv2_svm_40975_logloss,40975,rbv2_svm,logloss,0.00819190684705973,0.00918036419898272,0.0140434721950442,0.0337740210816264,0.0869689971208573,0.165312111377716
41,rbv2_svm_40994_acc,40994,rbv2_svm,acc,-0.94947749376297,-0.943688814103603,-0.939821484088898,-0.935584309697151,-0.933547389507294,-0.931000709533691
42,rbv2_svm_40994_bac,40994,rbv2_svm,bac,-0.770888209342957,-0.745247602462769,-0.735515058040619,-0.716342270374298,-0.697496294975281,-0.665270280838013
43,rbv2_svm_40994_auc,40994,rbv2_svm,auc,-0.971341133117676,-0.951562227666378,-0.945456404089928,-0.939192712306976,-0.931533753871918,-0.911146223545074
44,rbv2_svm_40994_logloss,40994,rbv2_svm,logloss,0.150006175041199,0.152506932616234,0.155047625303268,0.161838367581368,0.167598336935043,0.17772843837738
45,rbv2_svm_1468_acc,1468,rbv2_svm,acc,-0.952466011047363,-0.950562835097313,-0.946996930837631,-0.94261766076088,-0.930519539117813,-0.909049415588379
46,rbv2_svm_1468_bac,1468,rbv2_svm,bac,-0.959991753101349,-0.957537591457367,-0.952695429325104,-0.944845259189606,-0.934630453586578,-0.921429455280304
47,rbv2_svm_1468_auc,1468,rbv2_svm,auc,-0.996715247631073,-0.995554327964783,-0.995045602321625,-0.994032621383667,-0.993168413639069,-0.991502821445465
48,rbv2_svm_1468_logloss,1468,rbv2_svm,logloss,0.203325763344765,0.206545247703791,0.213603392243385,0.232340379059315,0.273574709892273,0.316209703683853
49,rbv2_svm_6332_acc,6332,rbv2_svm,acc,-0.865400075912476,-0.852019554078579,-0.842482212781906,-0.829210343956947,-0.805707395076752,-0.777371883392334
